order_bk,customer_sk,store_sk,channel_sk,order_date_sk,subtotal_amount,shipping_fee,discount_amount,total_amount,currency_code,status
1000000050,1423,,1,207,,1200.0,,35685.0,ARS,FULFILLED
1000000051,741,,1,259,,900.0,,38252.7,ARS,FULFILLED
1000000052,969,,1,309,,0.0,,85377.6,ARS,FULFILLED
1000000053,729,,1,223,,900.0,,33570.0,ARS,CANCELLED
1000000054,251,,2,76,,0.0,,14941.08,ARS,PAID
1000000055,1087,,2,570,,0.0,,51727.5,ARS,PAID
1000000056,659,,1,468,,1200.0,,87140.25,ARS,FULFILLED
1000000057,338,,2,418,,0.0,,34394.25,ARS,FULFILLED
1000000058,1068,,1,265,,1500.0,,53953.5,ARS,CANCELLED
1000000059,958,,1,183,,0.0,,77682.0,ARS,FULFILLED
1000000060,428,,2,56,,0.0,,35283.6,ARS,CANCELLED
1000000061,1337,,1,426,,1200.0,,15720.0,ARS,FULFILLED
1000000062,1442,,2,358,,0.0,,54450.0,ARS,FULFILLED
1000000063,939,,1,151,,1500.0,,46323.24,ARS,FULFILLED
1000000064,1409,,1,429,,1200.0,,19168.5,ARS,FULFILLED
1000000065,1062,,1,261,,1200.0,,43888.8,ARS,FULFILLED
1000000066,988,,1,26,,1200.0,,43888.8,ARS,CANCELLED
1000000067,778,,1,467,,900.0,,18687.0,ARS,REFUNDED
1000000068,77,,1,336,,0.0,,102166.35,ARS,PAID
1000000069,700,,1,164,,0.0,,53361.0,ARS,FULFILLED
1000000070,425,,1,572,,900.0,,15420.0,ARS,PAID
1000000071,1271,,2,204,,0.0,,14229.6,ARS,FULFILLED
1000000072,1129,,1,33,,1500.0,,17018.25,ARS,PAID
1000000073,1224,,1,342,,900.0,,19576.35,ARS,PAID
1000000074,446,,1,349,,900.0,,69071.4,ARS,FULFILLED
1000000075,867,,1,447,,900.0,,36474.0,ARS,FULFILLED
1000000076,127,,1,61,,1200.0,,29659.2,ARS,FULFILLED
1000000077,874,,2,339,,0.0,,28459.2,ARS,PAID
1000000078,814,,1,375,,0.0,,49186.5,ARS,FULFILLED
1000000079,1189,,1,625,,1200.0,,40404.0,ARS,PAID
1000000080,584,,1,316,,900.0,,18687.0,ARS,FULFILLED
1000000081,1433,,1,399,,900.0,,64788.0,ARS,FULFILLED
1000000082,670,,1,630,,1200.0,,42582.0,ARS,FULFILLED
1000000083,464,,1,41,,1200.0,,47301.0,ARS,REFUNDED
1000000084,535,,1,330,,900.0,,19050.0,ARS,PAID
1000000085,655,,1,426,,1500.0,,16441.08,ARS,FULFILLED
1000000086,833,,1,596,,1200.0,,14268.0,ARS,FULFILLED
1000000087,490,,1,348,,1200.0,,14994.0,ARS,CANCELLED
1000000088,360,,1,34,,900.0,,69144.0,ARS,FULFILLED
1000000089,1227,,1,535,,1200.0,,18442.5,ARS,FULFILLED
1000000090,624,,1,27,,900.0,,45458.25,ARS,FULFILLED
1000000091,228,,1,48,,0.0,,110342.92,ARS,FULFILLED
1000000092,770,,1,165,,900.0,,37200.0,ARS,FULFILLED
1000000093,54,,2,319,,0.0,,102456.75,ARS,FULFILLED
1000000094,1006,,2,362,,0.0,,90387.0,ARS,PAID
1000000095,247,,1,634,,1200.0,,59897.1,ARS,FULFILLED
1000000096,1127,,2,509,,0.0,,42688.8,ARS,FULFILLED
1000000097,757,,2,164,,0.0,,18676.35,ARS,FULFILLED
1000000098,520,,1,382,,900.0,,44351.1,ARS,FULFILLED
1000000099,258,,1,58,,0.0,,14520.0,ARS,FULFILLED
1000000100,467,,1,212,,900.0,,28909.08,ARS,CANCELLED
1000000101,3,,1,90,,900.0,,44460.0,ARS,PAID
1000000102,334,,1,324,,1200.0,,43888.8,ARS,FULFILLED
1000000103,802,,2,85,,0.0,,37243.8,ARS,CREATED
1000000104,999,,1,83,,1200.0,,37500.0,ARS,REFUNDED
1000000105,176,,1,133,,1200.0,,27336.0,ARS,FULFILLED
1000000106,801,,1,405,,900.0,,19050.0,ARS,FULFILLED
1000000107,1113,,1,143,,900.0,,42064.2,ARS,FULFILLED
1000000108,810,,2,551,,0.0,,56029.05,ARS,FULFILLED
1000000109,581,,2,113,,0.0,,39930.0,ARS,FULFILLED
1000000110,1284,,2,521,,0.0,,82364.7,ARS,CANCELLED
1000000111,1333,,1,355,,1200.0,,19876.35,ARS,FULFILLED
1000000112,24,,2,425,,0.0,,92891.7,ARS,PAID
1000000113,1222,,2,21,,0.0,,15652.56,ARS,CANCELLED
1000000114,63,,2,261,,0.0,,11761.2,ARS,PAID
1000000115,1078,,1,50,,1500.0,,27636.0,ARS,REFUNDED
1000000116,1091,,1,183,,1200.0,,49116.0,ARS,FULFILLED
1000000117,524,,1,385,,1200.0,,30240.0,ARS,FULFILLED
1000000118,1229,,1,594,,900.0,,47857.68,ARS,FULFILLED
1000000119,458,,2,563,,0.0,,17787.0,ARS,FULFILLED
1000000120,68,,1,109,,0.0,,14229.6,ARS,FULFILLED
1000000121,959,,2,355,,0.0,,45520.2,ARS,FULFILLED
1000000122,356,,2,608,,0.0,,43560.0,ARS,FULFILLED
1000000123,530,,1,541,,1200.0,,18987.0,ARS,CANCELLED
1000000124,1420,,1,37,,1200.0,,67367.64,ARS,FULFILLED
1000000125,279,,2,191,,0.0,,62073.0,ARS,FULFILLED
1000000126,779,,2,164,,0.0,,18150.0,ARS,FULFILLED
1000000127,1383,,1,59,,1200.0,,69988.5,ARS,FULFILLED
1000000128,1189,,1,476,,1500.0,,101470.2,ARS,CANCELLED
1000000129,1016,,1,626,,1500.0,,76858.8,ARS,FULFILLED
1000000130,595,,2,507,,0.0,,14701.5,ARS,PAID
1000000131,902,,2,25,,0.0,,47916.0,ARS,FULFILLED
1000000132,317,,1,208,,1200.0,,33216.6,ARS,FULFILLED
1000000133,1229,,2,166,,0.0,,18150.0,ARS,FULFILLED
1000000134,279,,2,6,,0.0,,75358.8,ARS,FULFILLED
1000000135,1498,,2,151,,0.0,,39930.0,ARS,PAID
1000000136,140,,1,386,,0.0,,34485.0,ARS,FULFILLED
1000000137,1115,,1,320,,0.0,,14229.6,ARS,PAID
1000000138,1240,,1,3,,1500.0,,42882.0,ARS,PAID
1000000139,590,,1,97,,1200.0,,17535.0,ARS,FULFILLED
1000000140,645,,2,414,,0.0,,16008.3,ARS,FULFILLED
1000000141,545,,2,335,,0.0,,14374.8,ARS,REFUNDED
1000000142,1208,,1,542,,1500.0,,62854.26,ARS,REFUNDED
1000000143,551,,2,158,,0.0,,80586.0,ARS,FULFILLED
1000000144,569,,2,40,,0.0,,35937.0,ARS,CANCELLED
1000000145,1305,,1,566,,1500.0,,37800.0,ARS,FULFILLED
1000000146,280,,1,126,,900.0,,100951.88,ARS,FULFILLED
1000000147,1338,,1,342,,900.0,,72701.4,ARS,FULFILLED
1000000148,84,,1,538,,1200.0,,43888.8,ARS,FULFILLED
1000000149,655,,1,387,,900.0,,17235.0,ARS,FULFILLED
1000000150,513,,2,516,,0.0,,39131.4,ARS,FULFILLED
1000000151,884,,2,107,,0.0,,42688.8,ARS,FULFILLED
1000000152,385,,2,8,,0.0,,11761.2,ARS,FULFILLED
1000000153,723,,2,527,,0.0,,13068.0,ARS,CANCELLED
1000000154,110,,2,183,,0.0,,51455.25,ARS,PAID
1000000155,1197,,1,43,,900.0,,15420.0,ARS,FULFILLED
1000000156,833,,2,303,,0.0,,51727.5,ARS,FULFILLED
1000000157,371,,2,392,,0.0,,71692.5,ARS,CANCELLED
1000000158,905,,2,115,,0.0,,36300.0,ARS,FULFILLED
1000000159,389,,1,196,,1200.0,,16141.08,ARS,FULFILLED
1000000160,1299,,2,165,,0.0,,35574.0,ARS,FULFILLED
1000000161,725,,1,295,,900.0,,55350.0,ARS,FULFILLED
1000000162,645,,2,578,,0.0,,27588.0,ARS,PAID
1000000163,584,,1,55,,900.0,,27036.0,ARS,FULFILLED
1000000164,436,,1,419,,900.0,,77130.0,ARS,FULFILLED
1000000165,293,,1,605,,1500.0,,29959.2,ARS,FULFILLED
1000000166,1065,,1,574,,1200.0,,53744.25,ARS,FULFILLED
1000000167,1234,,1,384,,1200.0,,58172.85,ARS,CANCELLED
1000000168,400,,1,57,,1200.0,,50205.0,ARS,CANCELLED
1000000169,251,,1,190,,1200.0,,14268.0,ARS,FULFILLED
1000000170,764,,2,89,,0.0,,36300.0,ARS,PAID
1000000171,1490,,1,424,,1200.0,,15429.6,ARS,CREATED
1000000172,181,,1,128,,900.0,,28488.0,ARS,FULFILLED
1000000173,693,,1,533,,1200.0,,39315.0,ARS,FULFILLED
1000000174,672,,2,251,,0.0,,14229.6,ARS,FULFILLED
1000000175,786,,1,152,,900.0,,15420.0,ARS,PAID
1000000176,1347,,2,422,,0.0,,17968.5,ARS,FULFILLED
1000000177,628,,1,328,,1200.0,,16718.25,ARS,FULFILLED
1000000178,1485,,2,489,,0.0,,16335.0,ARS,PAID
1000000179,805,,1,590,,900.0,,88746.0,ARS,FULFILLED
1000000180,445,,1,142,,1200.0,,31692.0,ARS,FULFILLED
1000000181,560,,1,317,,900.0,,29359.2,ARS,FULFILLED
1000000182,403,,1,252,,1200.0,,31546.8,ARS,FULFILLED
1000000183,693,,2,300,,0.0,,32670.0,ARS,PAID
1000000184,274,,2,497,,0.0,,16335.0,ARS,PAID
1000000185,804,,1,200,,1200.0,,73611.24,ARS,FULFILLED
1000000186,1495,,1,212,,900.0,,14694.0,ARS,FULFILLED
1000000187,48,,2,409,,0.0,,39204.0,ARS,REFUNDED
1000000188,661,,2,601,,0.0,,32670.0,ARS,FULFILLED
1000000189,984,,1,123,,900.0,,45723.24,ARS,PAID
1000000190,1384,,1,157,,0.0,,14229.6,ARS,PAID
1000000191,788,,1,625,,0.0,,106896.24,ARS,CANCELLED
1000000192,456,,2,68,,0.0,,14520.0,ARS,PAID
1000000193,427,,1,46,,1200.0,,40404.0,ARS,FULFILLED
1000000194,866,,1,622,,0.0,,54450.0,ARS,FULFILLED
1000000195,371,,1,425,,1200.0,,56666.4,ARS,FULFILLED
1000000196,1000,,1,592,,1200.0,,37500.0,ARS,FULFILLED
1000000197,1404,,1,100,,1200.0,,14268.0,ARS,FULFILLED
1000000198,1159,,1,34,,900.0,,36183.6,ARS,FULFILLED
1000000199,1040,,1,444,,1200.0,,59280.0,ARS,FULFILLED
1000000200,464,,1,269,,900.0,,27036.0,ARS,FULFILLED
1000000201,166,,1,321,,1200.0,,50749.5,ARS,REFUNDED
1000000202,1056,,2,452,,0.0,,43560.0,ARS,FULFILLED
1000000203,925,,2,322,,0.0,,39204.0,ARS,FULFILLED
1000000204,488,,1,393,,1200.0,,50205.0,ARS,CANCELLED
1000000205,903,,1,274,,0.0,,17787.0,ARS,FULFILLED
1000000206,70,,1,573,,1200.0,,29659.2,ARS,PAID
1000000207,1459,,1,493,,900.0,,15841.08,ARS,FULFILLED
1000000208,500,,2,467,,0.0,,53905.5,ARS,FULFILLED
1000000209,361,,1,459,,1200.0,,31692.0,ARS,FULFILLED
1000000210,476,,1,445,,1500.0,,17835.0,ARS,FULFILLED
1000000211,1400,,2,566,,0.0,,80803.8,ARS,REFUNDED
1000000212,945,,1,415,,900.0,,15129.6,ARS,FULFILLED
1000000213,1443,,1,107,,1500.0,,20557.5,ARS,FULFILLED
1000000214,1430,,1,201,,900.0,,28342.8,ARS,FULFILLED
1000000215,1330,,1,29,,900.0,,62628.15,ARS,FULFILLED
1000000216,274,,1,496,,900.0,,19866.75,ARS,FULFILLED
1000000217,1251,,2,96,,0.0,,72554.62,ARS,FULFILLED
1000000218,176,,1,186,,1200.0,,39750.6,ARS,FULFILLED
1000000219,42,,2,164,,0.0,,54450.0,ARS,PAID
1000000220,582,,1,630,,900.0,,14694.0,ARS,FULFILLED
1000000221,4,,2,493,,0.0,,28459.2,ARS,FULFILLED
1000000222,569,,2,243,,0.0,,26136.0,ARS,FULFILLED
1000000223,157,,2,359,,0.0,,27442.8,ARS,PAID
1000000224,649,,1,447,,1200.0,,50205.0,ARS,FULFILLED
1000000225,1230,,1,583,,0.0,,41164.2,ARS,FULFILLED
1000000226,197,,1,198,,1200.0,,36483.6,ARS,FULFILLED
1000000227,731,,1,199,,1200.0,,43888.8,ARS,FULFILLED
1000000228,506,,1,452,,900.0,,43588.8,ARS,FULFILLED
1000000229,751,,2,466,,0.0,,16335.0,ARS,CANCELLED
1000000230,485,,1,364,,900.0,,40104.0,ARS,FULFILLED
1000000231,823,,1,160,,900.0,,58072.5,ARS,PAID
1000000232,680,,1,418,,1200.0,,45892.56,ARS,PAID
1000000233,417,,1,324,,900.0,,19050.0,ARS,FULFILLED
1000000234,677,,1,514,,1200.0,,29659.2,ARS,FULFILLED
1000000235,1327,,2,276,,0.0,,26136.0,ARS,CANCELLED
1000000236,593,,2,370,,0.0,,29040.0,ARS,FULFILLED
1000000237,606,,2,319,,0.0,,43560.0,ARS,FULFILLED
1000000238,137,,2,447,,0.0,,25613.28,ARS,PAID
1000000239,487,,1,51,,900.0,,63408.6,ARS,FULFILLED
1000000240,909,,1,294,,900.0,,48090.0,ARS,REFUNDED
1000000241,179,,2,285,,0.0,,71874.0,ARS,FULFILLED
1000000242,183,,1,593,,1200.0,,46023.24,ARS,CANCELLED
1000000243,536,,1,525,,0.0,,19965.0,ARS,FULFILLED
1000000244,1341,,2,257,,0.0,,24829.2,ARS,FULFILLED
1000000245,378,,2,494,,0.0,,48823.5,ARS,REFUNDED
1000000246,548,,1,636,,0.0,,74596.5,ARS,CANCELLED
1000000247,757,,1,337,,900.0,,19576.35,ARS,FULFILLED
1000000248,522,,2,300,,0.0,,13068.0,ARS,FULFILLED
1000000249,1384,,2,110,,0.0,,47916.0,ARS,FULFILLED
1000000250,473,,1,265,,1500.0,,52955.25,ARS,FULFILLED
1000000251,1316,,2,75,,0.0,,41382.0,ARS,FULFILLED
1000000252,1356,,2,62,,0.0,,53361.0,ARS,FULFILLED
1000000253,266,,1,479,,0.0,,56018.16,ARS,REFUNDED
1000000254,1359,,2,287,,0.0,,25613.28,ARS,FULFILLED
1000000255,843,,1,226,,900.0,,18687.0,ARS,FULFILLED
1000000256,599,,1,275,,1200.0,,29659.2,ARS,FULFILLED
1000000257,1048,,2,516,,0.0,,70059.0,ARS,FULFILLED
1000000258,319,,1,361,,900.0,,35385.0,ARS,FULFILLED
1000000259,846,,1,613,,1500.0,,32805.12,ARS,REFUNDED
1000000260,1491,,1,347,,1200.0,,41130.0,ARS,FULFILLED
1000000261,79,,1,592,,0.0,,29040.0,ARS,FULFILLED
1000000262,748,,1,323,,900.0,,43588.8,ARS,FULFILLED
1000000263,537,,1,366,,900.0,,49905.0,ARS,PAID
1000000264,303,,2,597,,0.0,,69750.45,ARS,PAID
1000000265,1065,,1,118,,900.0,,64468.56,ARS,FULFILLED
1000000266,606,,1,493,,900.0,,48325.95,ARS,FULFILLED
1000000267,553,,1,60,,1200.0,,33870.0,ARS,FULFILLED
1000000268,656,,1,439,,0.0,,13794.0,ARS,CANCELLED
1000000269,786,,1,287,,0.0,,83617.05,ARS,CANCELLED
1000000270,663,,2,47,,0.0,,14229.6,ARS,FULFILLED
1000000271,833,,1,43,,1200.0,,87448.8,ARS,REFUNDED
1000000272,844,,1,299,,1200.0,,33144.0,ARS,FULFILLED
1000000273,720,,1,61,,900.0,,43588.8,ARS,FULFILLED
1000000274,169,,2,272,,0.0,,77064.9,ARS,FULFILLED
1000000275,969,,1,173,,1200.0,,27336.0,ARS,FULFILLED
1000000276,268,,2,512,,0.0,,29040.0,ARS,PAID
1000000277,122,,2,288,,0.0,,50820.0,ARS,FULFILLED
1000000278,617,,1,429,,1500.0,,27636.0,ARS,FULFILLED
1000000279,608,,1,593,,900.0,,54261.0,ARS,CANCELLED
1000000280,732,,2,202,,0.0,,33033.0,ARS,FULFILLED
1000000281,211,,1,436,,900.0,,54101.28,ARS,FULFILLED
1000000282,475,,1,363,,900.0,,24422.4,ARS,FULFILLED
1000000283,949,,1,568,,1200.0,,16718.25,ARS,FULFILLED
1000000284,426,,2,69,,0.0,,70785.0,ARS,FULFILLED
1000000285,386,,1,304,,1200.0,,19350.0,ARS,CANCELLED
1000000286,500,,1,193,,1500.0,,37074.0,ARS,FULFILLED
1000000287,677,,2,534,,0.0,,51727.5,ARS,PAID
1000000288,33,,2,398,,0.0,,14229.6,ARS,PAID
1000000289,194,,1,423,,1200.0,,90389.1,ARS,CANCELLED
1000000290,78,,1,309,,1500.0,,105354.3,ARS,FULFILLED
1000000291,102,,1,291,,0.0,,56900.25,ARS,PAID
1000000292,1072,,2,485,,0.0,,32270.7,ARS,PAID
1000000293,754,,1,599,,900.0,,27036.0,ARS,PAID
1000000294,195,,1,113,,900.0,,44460.0,ARS,CANCELLED
1000000295,862,,2,452,,0.0,,24829.2,ARS,REFUNDED
1000000296,240,,2,180,,0.0,,18150.0,ARS,PAID
1000000297,682,,2,589,,0.0,,53361.0,ARS,REFUNDED
1000000298,849,,2,309,,0.0,,41382.0,ARS,FULFILLED
1000000299,807,,2,127,,0.0,,43560.0,ARS,FULFILLED
1000000300,901,,1,324,,1200.0,,54633.6,ARS,FULFILLED
1000000301,61,,1,127,,0.0,,29040.0,ARS,PAID
1000000302,1082,,1,585,,900.0,,69507.0,ARS,CANCELLED
1000000303,1286,,2,76,,0.0,,39204.0,ARS,PAID
1000000304,1416,,1,75,,1200.0,,119873.77,ARS,FULFILLED
1000000305,979,,1,469,,1200.0,,31692.0,ARS,FULFILLED
1000000306,800,,1,120,,0.0,,83671.5,ARS,FULFILLED
1000000307,800,,1,256,,1500.0,,17835.0,ARS,FULFILLED
1000000308,757,,1,87,,1500.0,,17835.0,ARS,PAID
1000000309,1194,,2,100,,0.0,,45738.0,ARS,CANCELLED
1000000310,673,,1,370,,1500.0,,27636.0,ARS,FULFILLED
1000000311,1266,,2,373,,0.0,,36209.25,ARS,PAID
1000000312,7,,2,420,,0.0,,36209.25,ARS,FULFILLED
1000000313,1040,,2,505,,0.0,,71692.5,ARS,FULFILLED
1000000314,873,,1,289,,1200.0,,33579.6,ARS,FULFILLED
1000000315,1336,,1,491,,900.0,,54351.75,ARS,FULFILLED
1000000316,708,,2,483,,0.0,,71601.75,ARS,FULFILLED
1000000317,380,,1,229,,1500.0,,37437.0,ARS,FULFILLED
1000000318,634,,2,280,,0.0,,15246.0,ARS,PAID
1000000319,578,,1,111,,1200.0,,15429.6,ARS,FULFILLED
1000000320,1479,,1,596,,1200.0,,36592.5,ARS,FULFILLED
1000000321,1399,,1,580,,1200.0,,94491.0,ARS,FULFILLED
1000000322,522,,2,325,,0.0,,37243.8,ARS,FULFILLED
1000000323,247,,2,457,,0.0,,54711.36,ARS,FULFILLED
1000000324,96,,2,377,,0.0,,69812.16,ARS,FULFILLED
1000000325,798,,2,288,,0.0,,28749.6,ARS,FULFILLED
1000000326,21,,1,168,,0.0,,84070.8,ARS,FULFILLED
1000000327,1236,,1,375,,1200.0,,31082.16,ARS,FULFILLED
1000000328,130,,1,407,,1200.0,,82239.75,ARS,FULFILLED
1000000329,169,,1,75,,1200.0,,44324.4,ARS,FULFILLED
1000000330,973,,2,349,,0.0,,29040.0,ARS,FULFILLED
1000000331,1449,,1,359,,900.0,,68581.35,ARS,FULFILLED
1000000332,210,,1,626,,1200.0,,62547.0,ARS,PAID
1000000333,737,,1,351,,900.0,,16552.56,ARS,CANCELLED
1000000334,1350,,1,493,,1500.0,,71341.2,ARS,PAID
1000000335,170,,1,41,,1200.0,,73691.1,ARS,FULFILLED
1000000336,217,,1,201,,1500.0,,47964.0,ARS,FULFILLED
1000000337,254,,1,256,,1500.0,,17835.0,ARS,FULFILLED
1000000338,1400,,1,82,,900.0,,47146.2,ARS,REFUNDED
1000000339,1213,,1,494,,1200.0,,54561.0,ARS,CANCELLED
1000000340,1410,,1,218,,1200.0,,14268.0,ARS,FULFILLED
1000000341,128,,2,356,,0.0,,30492.0,ARS,FULFILLED
1000000342,499,,1,280,,900.0,,18142.5,ARS,FULFILLED
1000000343,494,,1,224,,1200.0,,27989.4,ARS,FULFILLED
1000000344,755,,1,205,,1500.0,,41430.0,ARS,PAID
1000000345,518,,1,122,,0.0,,41164.2,ARS,FULFILLED
1000000346,1171,,2,437,,0.0,,41382.0,ARS,PAID
1000000347,1261,,1,231,,900.0,,54261.0,ARS,FULFILLED
1000000348,468,,2,320,,0.0,,12414.6,ARS,FULFILLED
1000000349,503,,1,242,,1200.0,,44760.0,ARS,FULFILLED
1000000350,1073,,2,78,,0.0,,42688.8,ARS,FULFILLED
1000000351,997,,2,124,,0.0,,32670.0,ARS,FULFILLED
1000000352,435,,1,413,,900.0,,35203.5,ARS,FULFILLED
1000000353,1401,,2,494,,0.0,,41382.0,ARS,FULFILLED
1000000354,202,,1,495,,1200.0,,17172.0,ARS,FULFILLED
1000000355,920,,1,344,,1200.0,,50205.0,ARS,FULFILLED
1000000356,1101,,1,522,,0.0,,53361.0,ARS,FULFILLED
1000000357,305,,1,60,,0.0,,14229.6,ARS,FULFILLED
1000000358,268,,1,555,,0.0,,34485.0,ARS,FULFILLED
1000000359,636,,2,191,,0.0,,35574.0,ARS,FULFILLED
1000000360,736,,2,267,,0.0,,62871.6,ARS,FULFILLED
1000000361,938,,1,385,,1200.0,,72783.6,ARS,FULFILLED
1000000362,356,,1,227,,0.0,,43560.0,ARS,PAID
1000000363,544,,1,159,,0.0,,13794.0,ARS,FULFILLED
1000000364,952,,2,596,,0.0,,29882.16,ARS,PAID
1000000365,1016,,1,598,,900.0,,81486.0,ARS,REFUNDED
1000000366,1183,,1,562,,1500.0,,57529.05,ARS,FULFILLED
1000000367,1154,,1,475,,900.0,,33570.0,ARS,FULFILLED
1000000368,1056,,1,307,,1200.0,,27336.0,ARS,CANCELLED
1000000369,666,,2,346,,0.0,,39204.0,ARS,FULFILLED
1000000370,1010,,2,596,,0.0,,36209.25,ARS,FULFILLED
1000000371,977,,1,15,,1200.0,,37500.0,ARS,FULFILLED
1000000372,172,,1,234,,900.0,,15383.7,ARS,PAID
1000000373,1179,,1,49,,900.0,,16146.0,ARS,PAID
1000000374,1048,,2,470,,0.0,,53361.0,ARS,FULFILLED
1000000375,480,,1,541,,900.0,,18051.75,ARS,FULFILLED
1000000376,164,,2,350,,0.0,,51727.5,ARS,FULFILLED
1000000377,902,,2,215,,0.0,,36300.0,ARS,FULFILLED
1000000378,1096,,1,614,,1200.0,,49224.9,ARS,FULFILLED
1000000379,1208,,1,532,,900.0,,13968.0,ARS,FULFILLED
1000000380,538,,2,165,,0.0,,68534.4,ARS,FULFILLED
1000000381,695,,1,504,,1500.0,,80779.2,ARS,FULFILLED
1000000382,766,,1,173,,1500.0,,37800.0,ARS,FULFILLED
1000000383,295,,2,325,,0.0,,51455.25,ARS,FULFILLED
1000000384,864,,1,525,,0.0,,42688.8,ARS,PAID
1000000385,314,,2,132,,0.0,,91294.5,ARS,FULFILLED
1000000386,299,,2,297,,0.0,,17242.5,ARS,FULFILLED
1000000387,786,,1,452,,1200.0,,44760.0,ARS,FULFILLED
1000000388,356,,1,155,,1200.0,,53835.0,ARS,FULFILLED
1000000389,792,,1,124,,0.0,,12414.6,ARS,PAID
1000000390,88,,1,76,,900.0,,19957.5,ARS,FULFILLED
1000000391,1426,,1,38,,900.0,,17235.0,ARS,REFUNDED
1000000392,1,,2,228,,0.0,,35574.0,ARS,FULFILLED
1000000393,803,,2,80,,0.0,,14229.6,ARS,FULFILLED
1000000394,589,,1,578,,900.0,,47454.75,ARS,PAID
1000000395,1238,,2,153,,0.0,,44823.24,ARS,FULFILLED
1000000396,293,,1,227,,1200.0,,58045.8,ARS,FULFILLED
1000000397,882,,1,552,,900.0,,15420.0,ARS,FULFILLED
1000000398,913,,1,89,,1200.0,,80188.8,ARS,REFUNDED
1000000399,960,,2,277,,0.0,,57354.0,ARS,FULFILLED
1000000400,1084,,2,438,,0.0,,15246.0,ARS,FULFILLED
1000000401,1411,,2,541,,0.0,,49005.0,ARS,FULFILLED
1000000402,889,,1,354,,1200.0,,44324.4,ARS,FULFILLED
1000000403,814,,1,349,,1200.0,,55650.0,ARS,FULFILLED
1000000404,293,,1,437,,1500.0,,46076.4,ARS,FULFILLED
1000000405,1121,,1,232,,1500.0,,80198.4,ARS,FULFILLED
