fact_order_item_sk,order_item_bk,sales_order_bk,product_bk,quantity,first_price,total_amount
177,5000000176,,1,1,10800.0,10800.0
178,5000000177,,2,3,15000.0,45000.0
179,5000000178,,1,3,12000.0,36000.0
180,5000000179,,1,3,12000.0,36000.0
181,5000000180,,2,2,15000.0,30000.0
182,5000000181,,2,1,13500.0,13500.0
183,5000000182,,1,3,13200.0,39600.0
184,5000000183,,2,2,13500.0,27000.0
185,5000000184,,2,1,15000.0,15000.0
186,5000000185,,1,3,12000.0,36000.0
187,5000000186,,2,2,15000.0,30000.0
188,5000000187,,1,1,12000.0,12000.0
189,5000000188,,1,2,10800.0,21600.0
190,5000000189,,2,2,15000.0,30000.0
191,5000000190,,1,1,12000.0,12000.0
192,5000000191,,1,3,12000.0,36000.0
193,5000000192,,2,1,15000.0,15000.0
194,5000000193,,2,1,13500.0,13500.0
195,5000000194,,1,1,13200.0,13200.0
196,5000000195,,2,1,15000.0,15000.0
197,5000000196,,1,1,13200.0,13200.0
198,5000000197,,1,2,12000.0,24000.0
199,5000000198,,1,3,12000.0,36000.0
200,5000000199,,1,3,12000.0,36000.0
201,5000000200,,2,2,16500.0,33000.0
202,5000000201,,2,2,15000.0,30000.0
203,5000000202,,2,3,15750.0,47250.0
204,5000000203,,1,3,12600.0,37800.0
205,5000000204,,2,2,16500.0,33000.0
206,5000000205,,2,2,15000.0,30000.0
207,5000000206,,1,3,12000.0,36000.0
208,5000000207,,2,1,15000.0,15000.0
209,5000000208,,2,2,16500.0,33000.0
210,5000000209,,1,3,12000.0,36000.0
211,5000000210,,1,1,10800.0,10800.0
212,5000000211,,1,1,12000.0,12000.0
213,5000000212,,2,3,15750.0,47250.0
214,5000000213,,1,1,12000.0,12000.0
215,5000000214,,2,3,15000.0,45000.0
216,5000000215,,1,1,12000.0,12000.0
217,5000000216,,2,3,15750.0,47250.0
218,5000000217,,2,2,15000.0,30000.0
219,5000000218,,1,1,12600.0,12600.0
220,5000000219,,2,2,15000.0,30000.0
221,5000000220,,2,3,15000.0,45000.0
222,5000000221,,1,2,12000.0,24000.0
223,5000000222,,1,2,10800.0,21600.0
224,5000000223,,1,3,12000.0,36000.0
225,5000000224,,2,2,15000.0,30000.0
226,5000000225,,1,2,12000.0,24000.0
227,5000000226,,2,1,15000.0,15000.0
228,5000000227,,2,2,15750.0,31500.0
229,5000000228,,2,1,13500.0,13500.0
230,5000000229,,1,1,10800.0,10800.0
231,5000000230,,1,2,12000.0,24000.0
232,5000000231,,2,3,13500.0,40500.0
233,5000000232,,1,1,12000.0,12000.0
234,5000000233,,2,2,15000.0,30000.0
235,5000000234,,1,1,12000.0,12000.0
236,5000000235,,1,2,12000.0,24000.0
237,5000000236,,2,2,15750.0,31500.0
238,5000000237,,1,1,12000.0,12000.0
239,5000000238,,1,1,12000.0,12000.0
240,5000000239,,2,1,16500.0,16500.0
241,5000000240,,2,1,13500.0,13500.0
242,5000000241,,2,1,15000.0,15000.0
243,5000000242,,2,3,15000.0,45000.0
244,5000000243,,2,2,15000.0,30000.0
245,5000000244,,1,2,12600.0,25200.0
246,5000000245,,1,2,12000.0,24000.0
247,5000000246,,1,2,13200.0,26400.0
248,5000000247,,2,2,13500.0,27000.0
249,5000000248,,2,1,15000.0,15000.0
250,5000000249,,1,3,12600.0,37800.0
251,5000000250,,1,2,12000.0,24000.0
252,5000000251,,1,1,12000.0,12000.0
253,5000000252,,1,3,12000.0,36000.0
254,5000000253,,2,2,15000.0,30000.0
255,5000000254,,1,3,12600.0,37800.0
256,5000000255,,1,1,12000.0,12000.0
257,5000000256,,2,3,15000.0,45000.0
258,5000000257,,1,1,12000.0,12000.0
259,5000000258,,1,3,12600.0,37800.0
260,5000000259,,1,1,12000.0,12000.0
261,5000000260,,1,3,12000.0,36000.0
262,5000000261,,1,1,12000.0,12000.0
263,5000000262,,1,3,12000.0,36000.0
264,5000000263,,2,1,15000.0,15000.0
265,5000000264,,2,2,16500.0,33000.0
266,5000000265,,2,2,15000.0,30000.0
267,5000000266,,1,1,12000.0,12000.0
268,5000000267,,1,3,10800.0,32400.0
269,5000000268,,1,2,13200.0,26400.0
270,5000000269,,1,2,12000.0,24000.0
271,5000000270,,1,1,12000.0,12000.0
272,5000000271,,1,1,12000.0,12000.0
273,5000000272,,1,1,12600.0,12600.0
274,5000000273,,2,2,15750.0,31500.0
275,5000000274,,1,3,12000.0,36000.0
276,5000000275,,1,3,12000.0,36000.0
277,5000000276,,2,1,15000.0,15000.0
278,5000000277,,2,2,15000.0,30000.0
279,5000000278,,2,1,15000.0,15000.0
280,5000000279,,1,2,12000.0,24000.0
281,5000000280,,1,1,12600.0,12600.0
282,5000000281,,2,3,16500.0,49500.0
283,5000000282,,1,2,12600.0,25200.0
284,5000000283,,2,1,15000.0,15000.0
285,5000000284,,1,3,12000.0,36000.0
286,5000000285,,2,2,15750.0,31500.0
287,5000000286,,1,1,12000.0,12000.0
288,5000000287,,2,1,15750.0,15750.0
289,5000000288,,1,2,12600.0,25200.0
290,5000000289,,2,3,13500.0,40500.0
291,5000000290,,1,1,13200.0,13200.0
292,5000000291,,2,1,16500.0,16500.0
293,5000000292,,2,1,15750.0,15750.0
294,5000000293,,2,3,15000.0,45000.0
295,5000000294,,1,1,10800.0,10800.0
296,5000000295,,1,2,12000.0,24000.0
297,5000000296,,1,1,12000.0,12000.0
298,5000000297,,1,3,12000.0,36000.0
299,5000000298,,1,1,12000.0,12000.0
300,5000000299,,1,2,12000.0,24000.0
301,5000000300,,1,2,12000.0,24000.0
302,5000000301,,1,2,12600.0,25200.0
303,5000000302,,2,3,15000.0,45000.0
304,5000000303,,1,3,12600.0,37800.0
305,5000000304,,1,3,10800.0,32400.0
306,5000000305,,1,3,12000.0,36000.0
307,5000000306,,1,3,12000.0,36000.0
308,5000000307,,2,1,15000.0,15000.0
309,5000000308,,1,3,12000.0,36000.0
310,5000000309,,2,3,15750.0,47250.0
311,5000000310,,1,1,13200.0,13200.0
312,5000000311,,1,2,12000.0,24000.0
313,5000000312,,2,1,15000.0,15000.0
314,5000000313,,1,2,12000.0,24000.0
315,5000000314,,1,2,12000.0,24000.0
316,5000000315,,1,1,12000.0,12000.0
317,5000000316,,1,1,12000.0,12000.0
318,5000000317,,1,3,12000.0,36000.0
319,5000000318,,1,2,10800.0,21600.0
320,5000000319,,1,1,12600.0,12600.0
321,5000000320,,2,3,13500.0,40500.0
322,5000000321,,2,2,15000.0,30000.0
323,5000000322,,1,1,12000.0,12000.0
324,5000000323,,2,2,15000.0,30000.0
325,5000000324,,1,3,12000.0,36000.0
326,5000000325,,1,3,12600.0,37800.0
327,5000000326,,2,1,16500.0,16500.0
328,5000000327,,1,2,10800.0,21600.0
329,5000000328,,2,1,15000.0,15000.0
330,5000000329,,2,2,13500.0,27000.0
331,5000000330,,1,3,12000.0,36000.0
332,5000000331,,2,2,13500.0,27000.0
333,5000000332,,2,1,15750.0,15750.0
334,5000000333,,1,1,12000.0,12000.0
335,5000000334,,1,3,13200.0,39600.0
336,5000000335,,2,3,15750.0,47250.0
337,5000000336,,1,3,12000.0,36000.0
338,5000000337,,2,3,15000.0,45000.0
339,5000000338,,1,2,12600.0,25200.0
340,5000000339,,1,2,12000.0,24000.0
341,5000000340,,1,2,10800.0,21600.0
342,5000000341,,2,1,15000.0,15000.0
343,5000000342,,1,2,12000.0,24000.0
344,5000000343,,2,2,15000.0,30000.0
345,5000000344,,2,2,15000.0,30000.0
346,5000000345,,2,2,15000.0,30000.0
347,5000000346,,1,2,13200.0,26400.0
348,5000000347,,2,2,16500.0,33000.0
349,5000000348,,1,2,12000.0,24000.0
350,5000000349,,1,3,12000.0,36000.0
351,5000000350,,2,3,15000.0,45000.0
352,5000000351,,1,1,12600.0,12600.0
353,5000000352,,2,3,15750.0,47250.0
354,5000000353,,1,3,13200.0,39600.0
355,5000000354,,1,1,13200.0,13200.0
356,5000000355,,1,2,12000.0,24000.0
357,5000000356,,2,1,16500.0,16500.0
358,5000000357,,2,2,15000.0,30000.0
359,5000000358,,1,1,12000.0,12000.0
360,5000000359,,2,3,15750.0,47250.0
361,5000000360,,1,2,12000.0,24000.0
362,5000000361,,1,1,12000.0,12000.0
363,5000000362,,1,3,12000.0,36000.0
364,5000000363,,1,3,12000.0,36000.0
365,5000000364,,1,2,13200.0,26400.0
366,5000000365,,1,3,12000.0,36000.0
367,5000000366,,1,2,12000.0,24000.0
368,5000000367,,2,3,13500.0,40500.0
369,5000000368,,1,1,12000.0,12000.0
370,5000000369,,1,1,12000.0,12000.0
371,5000000370,,1,2,12000.0,24000.0
372,5000000371,,2,2,15000.0,30000.0
373,5000000372,,1,1,12000.0,12000.0
374,5000000373,,1,2,10800.0,21600.0
375,5000000374,,2,3,15000.0,45000.0
376,5000000375,,2,1,15000.0,15000.0
377,5000000376,,1,1,12600.0,12600.0
378,5000000377,,1,2,12000.0,24000.0
379,5000000378,,1,2,10800.0,21600.0
380,5000000379,,1,2,10800.0,21600.0
381,5000000380,,2,1,13500.0,13500.0
382,5000000381,,2,2,15000.0,30000.0
383,5000000382,,2,2,15000.0,30000.0
384,5000000383,,2,1,15000.0,15000.0
385,5000000384,,2,2,15000.0,30000.0
386,5000000385,,2,3,15000.0,45000.0
387,5000000386,,1,1,12000.0,12000.0
388,5000000387,,2,3,15750.0,47250.0
389,5000000388,,2,2,13500.0,27000.0
390,5000000389,,1,1,12000.0,12000.0
391,5000000390,,2,3,13500.0,40500.0
392,5000000391,,1,3,13200.0,39600.0
393,5000000392,,2,3,16500.0,49500.0
394,5000000393,,2,1,15000.0,15000.0
395,5000000394,,1,1,12600.0,12600.0
396,5000000395,,1,2,12000.0,24000.0
397,5000000396,,1,3,12000.0,36000.0
398,5000000397,,1,2,10800.0,21600.0
399,5000000398,,2,1,15000.0,15000.0
400,5000000399,,2,3,15000.0,45000.0
401,5000000400,,1,3,12000.0,36000.0
402,5000000401,,1,3,12000.0,36000.0
403,5000000402,,1,3,12000.0,36000.0
404,5000000403,,1,1,12000.0,12000.0
405,5000000404,,1,2,12000.0,24000.0
406,5000000405,,2,2,13500.0,27000.0
407,5000000406,,2,2,16500.0,33000.0
408,5000000407,,1,3,12000.0,36000.0
409,5000000408,,2,1,15000.0,15000.0
410,5000000409,,2,3,15750.0,47250.0
411,5000000410,,2,3,13500.0,40500.0
412,5000000411,,1,2,12600.0,25200.0
413,5000000412,,2,3,15000.0,45000.0
414,5000000413,,1,2,13200.0,26400.0
415,5000000414,,2,1,15000.0,15000.0
416,5000000415,,2,1,15000.0,15000.0
417,5000000416,,1,3,12600.0,37800.0
418,5000000417,,1,2,12000.0,24000.0
419,5000000418,,2,2,15750.0,31500.0
420,5000000419,,2,2,15750.0,31500.0
421,5000000420,,2,3,15000.0,45000.0
422,5000000421,,2,1,15000.0,15000.0
423,5000000422,,2,1,15000.0,15000.0
424,5000000423,,1,1,12000.0,12000.0
425,5000000424,,2,1,15750.0,15750.0
426,5000000425,,2,2,15000.0,30000.0
427,5000000426,,2,1,15750.0,15750.0
428,5000000427,,2,3,15000.0,45000.0
429,5000000428,,2,2,16500.0,33000.0
430,5000000429,,1,1,12600.0,12600.0
431,5000000430,,1,1,12000.0,12000.0
432,5000000431,,2,1,15000.0,15000.0
433,5000000432,,2,1,15000.0,15000.0
434,5000000433,,2,3,15000.0,45000.0
435,5000000434,,2,2,16500.0,33000.0
436,5000000435,,1,3,10800.0,32400.0
437,5000000436,,1,2,10800.0,21600.0
438,5000000437,,1,2,12600.0,25200.0
439,5000000438,,2,2,16500.0,33000.0
440,5000000439,,1,2,12600.0,25200.0
441,5000000440,,1,2,13200.0,26400.0
442,5000000441,,1,3,12000.0,36000.0
443,5000000442,,1,3,12000.0,36000.0
444,5000000443,,1,2,12600.0,25200.0
445,5000000444,,2,3,13500.0,40500.0
446,5000000445,,2,2,15000.0,30000.0
447,5000000446,,1,3,13200.0,39600.0
448,5000000447,,1,2,12000.0,24000.0
449,5000000448,,2,3,15000.0,45000.0
450,5000000449,,2,1,15750.0,15750.0
451,5000000450,,1,3,12000.0,36000.0
452,5000000451,,2,1,15000.0,15000.0
453,5000000452,,1,1,13200.0,13200.0
454,5000000453,,1,2,12000.0,24000.0
455,5000000454,,1,3,12000.0,36000.0
456,5000000455,,2,3,16500.0,49500.0
457,5000000456,,1,1,12000.0,12000.0
458,5000000457,,1,1,12000.0,12000.0
459,5000000458,,1,2,13200.0,26400.0
460,5000000459,,2,1,15000.0,15000.0
461,5000000460,,2,2,13500.0,27000.0
462,5000000461,,1,1,12000.0,12000.0
463,5000000462,,2,3,15000.0,45000.0
464,5000000463,,1,1,12000.0,12000.0
465,5000000464,,1,2,12600.0,25200.0
466,5000000465,,2,1,15000.0,15000.0
467,5000000466,,1,1,12600.0,12600.0
468,5000000467,,1,1,12000.0,12000.0
469,5000000468,,2,2,16500.0,33000.0
470,5000000469,,1,3,12600.0,37800.0
471,5000000470,,1,3,12000.0,36000.0
472,5000000471,,2,3,15000.0,45000.0
473,5000000472,,1,1,10800.0,10800.0
474,5000000473,,1,3,12000.0,36000.0
475,5000000474,,1,3,12000.0,36000.0
476,5000000475,,2,2,15000.0,30000.0
477,5000000476,,2,2,15750.0,31500.0
478,5000000477,,1,3,12000.0,36000.0
479,5000000478,,1,1,13200.0,13200.0
480,5000000479,,2,3,15000.0,45000.0
481,5000000480,,2,3,15000.0,45000.0
482,5000000481,,1,1,12000.0,12000.0
483,5000000482,,2,2,15000.0,30000.0
484,5000000483,,2,2,15000.0,30000.0
485,5000000484,,1,2,12000.0,24000.0
486,5000000485,,1,3,10800.0,32400.0
487,5000000486,,1,3,13200.0,39600.0
488,5000000487,,1,2,12000.0,24000.0
489,5000000488,,1,3,12000.0,36000.0
490,5000000489,,1,1,12000.0,12000.0
491,5000000490,,1,2,12600.0,25200.0
492,5000000491,,1,3,12000.0,36000.0
493,5000000492,,1,3,12000.0,36000.0
494,5000000493,,2,3,15750.0,47250.0
495,5000000494,,2,2,13500.0,27000.0
496,5000000495,,1,2,12000.0,24000.0
497,5000000496,,1,3,12000.0,36000.0
498,5000000497,,2,2,15750.0,31500.0
499,5000000498,,2,2,15000.0,30000.0
500,5000000499,,1,1,12600.0,12600.0
501,5000000500,,1,1,12600.0,12600.0
502,5000000501,,2,3,15000.0,45000.0
503,5000000502,,2,1,15750.0,15750.0
504,5000000503,,2,3,15000.0,45000.0
505,5000000504,,2,2,15000.0,30000.0
506,5000000505,,2,3,13500.0,40500.0
507,5000000506,,1,1,10800.0,10800.0
508,5000000507,,2,2,16500.0,33000.0
509,5000000508,,2,2,13500.0,27000.0
510,5000000509,,2,2,15750.0,31500.0
511,5000000510,,1,3,12600.0,37800.0
512,5000000511,,2,2,15000.0,30000.0
513,5000000512,,2,2,16500.0,33000.0
514,5000000513,,2,1,13500.0,13500.0
515,5000000514,,1,3,12000.0,36000.0
516,5000000515,,2,2,15750.0,31500.0
517,5000000516,,2,1,15000.0,15000.0
518,5000000517,,1,3,10800.0,32400.0
519,5000000518,,2,1,15000.0,15000.0
520,5000000519,,1,3,12000.0,36000.0
521,5000000520,,2,2,15000.0,30000.0
522,5000000521,,2,1,15000.0,15000.0
523,5000000522,,1,1,10800.0,10800.0
524,5000000523,,2,1,15750.0,15750.0
525,5000000524,,2,1,15000.0,15000.0
526,5000000525,,2,2,15000.0,30000.0
527,5000000526,,1,1,12000.0,12000.0
528,5000000527,,2,3,13500.0,40500.0
529,5000000528,,1,3,12600.0,37800.0
530,5000000529,,1,3,13200.0,39600.0
531,5000000530,,1,1,12600.0,12600.0
532,5000000531,,1,1,12000.0,12000.0
533,5000000532,,2,2,15000.0,30000.0
534,5000000533,,1,3,12000.0,36000.0
535,5000000534,,2,1,15000.0,15000.0
536,5000000535,,1,3,12000.0,36000.0
537,5000000536,,1,1,12600.0,12600.0
538,5000000537,,2,3,13500.0,40500.0
539,5000000538,,1,3,13200.0,39600.0
540,5000000539,,2,3,15000.0,45000.0
541,5000000540,,1,2,13200.0,26400.0
542,5000000541,,1,1,12000.0,12000.0
543,5000000542,,2,2,15000.0,30000.0
544,5000000543,,1,3,13200.0,39600.0
545,5000000544,,2,3,15000.0,45000.0
546,5000000545,,1,1,12000.0,12000.0
547,5000000546,,2,1,15000.0,15000.0
548,5000000547,,2,2,15750.0,31500.0
549,5000000548,,1,3,12000.0,36000.0
550,5000000549,,1,3,12000.0,36000.0
551,5000000550,,2,3,13500.0,40500.0
552,5000000551,,1,2,12000.0,24000.0
553,5000000552,,1,2,12000.0,24000.0
554,5000000553,,1,2,12600.0,25200.0
555,5000000554,,2,1,15000.0,15000.0
556,5000000555,,2,1,15000.0,15000.0
557,5000000556,,2,2,16500.0,33000.0
558,5000000557,,1,2,13200.0,26400.0
559,5000000558,,2,2,15000.0,30000.0
560,5000000559,,1,1,12000.0,12000.0
561,5000000560,,2,2,15000.0,30000.0
562,5000000561,,1,3,12600.0,37800.0
563,5000000562,,1,1,12000.0,12000.0
564,5000000563,,1,3,12000.0,36000.0
565,5000000564,,2,2,15000.0,30000.0
566,5000000565,,2,2,15000.0,30000.0
567,5000000566,,1,2,12000.0,24000.0
568,5000000567,,1,1,12000.0,12000.0
569,5000000568,,1,1,10800.0,10800.0
570,5000000569,,1,3,12000.0,36000.0
571,5000000570,,2,1,13500.0,13500.0
572,5000000571,,1,2,12000.0,24000.0
573,5000000572,,2,2,15000.0,30000.0
574,5000000573,,1,3,10800.0,32400.0
575,5000000574,,2,2,16500.0,33000.0
576,5000000575,,1,3,12600.0,37800.0
577,5000000576,,1,3,12600.0,37800.0
578,5000000577,,1,3,13200.0,39600.0
579,5000000578,,1,1,10800.0,10800.0
580,5000000579,,1,2,12000.0,24000.0
581,5000000580,,2,3,15000.0,45000.0
582,5000000581,,2,1,16500.0,16500.0
583,5000000582,,1,3,12000.0,36000.0
584,5000000583,,2,3,15000.0,45000.0
585,5000000584,,2,3,16500.0,49500.0
586,5000000585,,1,2,12000.0,24000.0
587,5000000586,,1,1,12600.0,12600.0
588,5000000587,,2,3,16500.0,49500.0
589,5000000588,,1,3,12600.0,37800.0
590,5000000589,,2,3,15000.0,45000.0
591,5000000590,,2,3,15750.0,47250.0
592,5000000591,,2,1,15000.0,15000.0
593,5000000592,,2,3,15000.0,45000.0
594,5000000593,,1,3,13200.0,39600.0
595,5000000594,,1,2,12000.0,24000.0
596,5000000595,,1,3,12000.0,36000.0
597,5000000596,,1,3,12000.0,36000.0
598,5000000597,,1,1,12000.0,12000.0
599,5000000598,,2,2,13500.0,27000.0
600,5000000599,,2,2,15000.0,30000.0
601,5000000600,,2,1,15750.0,15750.0
602,5000000601,,2,2,15000.0,30000.0
603,5000000602,,2,3,15750.0,47250.0
604,5000000603,,1,1,12000.0,12000.0
605,5000000604,,1,3,12000.0,36000.0
606,5000000605,,2,2,15000.0,30000.0
607,5000000606,,1,3,12000.0,36000.0
608,5000000607,,1,2,10800.0,21600.0
609,5000000608,,1,1,13200.0,13200.0
610,5000000609,,2,3,13500.0,40500.0
611,5000000610,,2,1,15000.0,15000.0
612,5000000611,,2,1,13500.0,13500.0
613,5000000612,,1,2,12000.0,24000.0
614,5000000613,,2,1,15750.0,15750.0
615,5000000614,,1,2,13200.0,26400.0
616,5000000615,,2,1,15750.0,15750.0
617,5000000616,,1,1,12000.0,12000.0
618,5000000617,,1,1,12600.0,12600.0
619,5000000618,,2,3,15000.0,45000.0
620,5000000619,,1,1,12000.0,12000.0
621,5000000620,,1,3,12600.0,37800.0
622,5000000621,,2,2,16500.0,33000.0
623,5000000622,,1,2,12000.0,24000.0
624,5000000623,,2,3,15000.0,45000.0
625,5000000624,,2,1,15000.0,15000.0
626,5000000625,,2,3,15000.0,45000.0
627,5000000626,,1,3,12000.0,36000.0
628,5000000627,,1,3,13200.0,39600.0
629,5000000628,,2,3,13500.0,40500.0
630,5000000629,,2,1,15000.0,15000.0
631,5000000630,,1,3,12000.0,36000.0
632,5000000631,,1,1,12600.0,12600.0
